"NGA","Polity","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note"
"Middle Yellow River Valley","CnShang","Precious metals","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Foreign coins","0","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Indigenous coins","0","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Paper currency","0","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","elite status is hereditary","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Polity Population","5000000","","-1000","","complex","simple","simple"
"Middle Yellow River Valley","CnWZhou","Polity Population","9000000","12000000","-900","","complex","range","simple"
"Middle Yellow River Valley","CnWZhou","Polity Population","13500000","","-800","","complex","simple","simple"
"Middle Yellow River Valley","CnWZhou","Polity territory","850000","","-1100","","complex","simple","simple"
"Middle Yellow River Valley","CnWZhou","Polity territory","850000","","-1000","","complex","simple","simple"
"Middle Yellow River Valley","CnWZhou","Polity territory","850000","","-900","","complex","simple","simple"
"Middle Yellow River Valley","CnWZhou","Polity territory","850000","","-800","","complex","simple","simple"
"Middle Yellow River Valley","CnWZhou","Population of the largest settlement","100000","","-1000","","complex","simple","simple"
"Middle Yellow River Valley","CnWZhou","Population of the largest settlement","125000","","-900","-800","complex","simple","range"
"Middle Yellow River Valley","CnWZhou","Administrative levels","5","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Military levels","4","6","","","complex","range",""
"Middle Yellow River Valley","CnWZhou","Religious levels","2","3","","","complex","range",""
"Middle Yellow River Valley","CnWZhou","Settlement hierarchy","5","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Professional soldiers","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Professional priesthood","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Full-time bureaucrats","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Examination system","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Merit promotion","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Specialized government buildings","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Courts","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Formal legal code","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Judges","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","irrigation systems","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","markets","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Roads","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Bridges","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Canals","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Mines or quarries","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Couriers","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Postal stations","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","General postal service","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Nonwritten records","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Written records","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Script","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Non-phonetic writing","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Phonetic alphabetic writing","0","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Lists tables and classifications","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Calendar","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Religious literature","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Practical literature","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","History","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Scientific literature","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Fiction","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Articles","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Tokens","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Foreign coins","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Indigenous coins","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","Paper currency","0","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","elite status is hereditary","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWZhou","formal system of hereditary social status","1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Polity territory","160000","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Administrative levels","4","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Military levels","5","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Settlement hierarchy","4","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Professional military officers","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Professional soldiers","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Professional priesthood","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Full-time bureaucrats","1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Examination system","0","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Merit promotion","1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Specialized government buildings","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Courts","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Formal legal code","1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Judges","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","irrigation systems","1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","markets","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","food storage sites","1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Roads","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Bridges","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Canals","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Mines or quarries","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Couriers","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Postal stations","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","General postal service","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Nonwritten records","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Written records","1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Script","1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Non-phonetic writing","1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Phonetic alphabetic writing","0","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Lists tables and classifications","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Calendar","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Sacred Texts","0","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Religious literature","1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Practical literature","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","History","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Philosophy","1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Scientific literature","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Fiction","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Articles","1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Tokens","1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Precious metals","1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Foreign coins","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Indigenous coins","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","Paper currency","0","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","elite status is hereditary","1","","","","simple","simple",""
"Middle Yellow River Valley","CnJinSA","formal system of hereditary social status","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Polity territory","90000","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Administrative levels","5","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Military levels","4","5","","","complex","range",""
"Middle Yellow River Valley","CnWeiWS","Settlement hierarchy","4","5","","","complex","range",""
"Middle Yellow River Valley","CnWeiWS","Professional military officers","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Professional soldiers","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Full-time bureaucrats","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Examination system","0","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Merit promotion","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Specialized government buildings","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Courts","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Formal legal code","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Judges","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","irrigation systems","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","drinking water supply systems","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","markets","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","food storage sites","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Roads","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Canals","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Couriers","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Postal stations","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","General postal service","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Nonwritten records","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Written records","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Script","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Non-phonetic writing","1","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Phonetic alphabetic writing","0","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Lists tables and classifications","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Calendar","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnWeiWS","Sacred Texts","0","","","","simple","simple",""
