,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money
1315,USKameh-2,['Big Island Hawaii'],Kingdom of Hawaii,1799.0,1818.0,60000.0,14988,,5,3.0,2.0,2.0,,,0.1,0.0,1.0,1.0,0.1,1.0,,,0.1,0.0,0.1,0.1,,0.1,,,0.1,,1.0,1.0,1.0,0.1,0.1,,,68,,0.1,0.1,,,0.1,1.0,,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.0,0.0,0.0,0.1,,1.0,,0.1,0.1,0.1,1809.0,"['4Q', '5Q']",['Oceania-Australia'],none,unitary state,Hawaiian,Austronesian,,,,,,nominal allegiance,active,,1.0,1.0,Hawaiian Religion,kapu Makahiki sensu stricto,not applicable,yearly,yearly,hono,,yearly,yearly,kapu Makahiki sensu stricto,not applicable,yearly,yearly,,,,,daily offering,not applicable,not applicable,daily,,4.778151250383644,4.175743684421761,,2.3333333333333335,0.3181818181818182,0.2888888888888889,2.0,0.0,2.0
1316,USMisEW-1,['Cahokia'],Cahokia,-600.0,-150.0,30.0,,30,1,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,149.0,['15S'],['North America'],,none,,,Prairie Lake,continuity,Rosewood,Early Woodland,,none,,,,,,building mortuary earthworks,,,,,,,,,,,,,,,,building mortuary earthworks,,,,,1.4771212547196624,,1.4771212547196624,1.0,0.0,0.1111111111111111,,0.0,1.0
1317,USMisME-1,['Cahokia'],Cahokia,899.0,999.0,400.0,100,400,2,1.0,2.0,2.0,10,,0.0,0.0,1.0,0.0,0.0,,Land,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1049.0,['15S'],['North America'],,loose,,,Sponemann-Collinsville-Loyd,Continuity,Lohmann-Stirling,Emergent Mississippian,,none,,,,,,,,,,warrior purification ritual,,,,,,,,,,,,purification ritual,,,,,2.6020599913279625,2.0,2.6020599913279625,1.6666666666666667,0.09090909090909091,0.3333333333333333,,0.0,2.0
1318,USMisME-2,['Cahokia'],Cahokia,999.0,1049.0,400.0,100,400,3,1.0,3.0,3.0,10,,0.0,0.0,1.0,0.0,0.0,,Land,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1049.0,['15S'],['North America'],,loose,,,Sponemann-Collinsville-Loyd,Continuity,Lohmann-Stirling,Emergent Mississippian,,none,,,,,,,,,,warrior purification ritual,,,,,,,,,,,,purification ritual,,,,,2.6020599913279625,2.0,2.6020599913279625,2.3333333333333335,0.09090909090909091,0.3333333333333333,,0.0,2.0
1319,USMisMW-1,['Cahokia'],Cahokia,-150.0,299.0,30.0,,30,1,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,299.0,['15S'],['North America'],,none,,,Carr Creek-Florence-Columbia,Continuity,Rosewood,Middle Woodland,,alliance,,,,,,mound rituals,,,,,,,,mound rituals,,,,,,,,,,,,,1.4771212547196624,,1.4771212547196624,1.0,0.0,0.1111111111111111,,0.0,1.0
1320,USMisMu-1,['Cahokia'],Cahokia,449.0,599.0,30.0,,30,1,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,599.0,['15S'],['North America'],,none,,,Rosewood,Continuity,Patrick,Middle Woodland,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4771212547196624,,1.4771212547196624,1.0,0.0,0.12222222222222223,,0.0,1.0
1321,USMisPa-1,['Cahokia'],Cahokia,599.0,749.0,30.0,,30,1,1.0,1.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.1,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,749.0,['15S'],['North America'],,none,,,Mund,Continuity,Sponemann-Collinsville-Loyd,Late Woodland,,none,,,,,,,,,,warrior purification ritual,,,,,,,,,,,,,,,,,1.4771212547196624,,1.4771212547196624,1.3333333333333333,0.0,0.12222222222222223,,0.0,1.0
1322,USMisRo-1,['Cahokia'],Cahokia,299.0,449.0,30.0,,30,1,1.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.1,1.0,0.0,0.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,449.0,['15S'],['North America'],,none,,,Hill Lake,Continuity,Mund,Late Woodland,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4771212547196624,,1.4771212547196624,1.0,0.0,0.1111111111111111,,0.0,1.0
1323,USMisSL-1,['Cahokia'],East St Louise,1049.0,1099.0,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,295,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['15S'],['North America'],East St Louis,,,,,,,,,,,,,,,,,,,warrior purification ritual,,,,,,,,,,,,purification ritual,,,,,,,3.4771212547196626,,,0.1111111111111111,,,
1324,USMisSL-2,['Cahokia'],East St Louise,1099.0,1199.0,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,295,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['15S'],['North America'],East St Louis,,,,,,,,,,,,,,,,,,,warrior purification ritual,,,,,,,,,,,,purification ritual,,,,,,,3.4771212547196626,,,0.1111111111111111,,,
1325,USMisSd-1,['Cahokia'],Cahokia,1274.0,1399.0,12000.0,500,5000,3,2.0,3.0,3.0,,,0.0,,1.0,,0.0,,land,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,['15S'],['North America'],,loose,,,Moorehead,Continuity,Groves,Middle Mississippian,125000-150000,none,,,,,,,,,,warrior purification ritual,,,,,,,,daybreak ceremony,daily,daily,daily,purification ritual,,,,,4.079181246047625,2.6989700043360187,3.6989700043360187,2.6666666666666665,0.09090909090909091,0.3333333333333333,,0.0,2.0
1326,USMisSp-1,['Cahokia'],Sponemann-Collinsville-Loyd,749.0,899.0,400.0,100,400,2,1.0,2.0,2.0,10,,0.0,0.0,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,1.0,,,,0.0,0.1,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,899.0,['15S'],['North America'],,none,,,Patrick,Continuity,Merrell-Edlehardt,Emergent Mississippian,,none,,,,,,,,,,warrior purification ritual,,,,,,,,,,,,purification ritual,,,,,2.6020599913279625,2.0,2.6020599913279625,1.6666666666666667,0.0,0.13333333333333333,,0.0,1.0
1327,USOneot-1,['Cahokia'],,1399.0,1649.0,,,200,1,1.0,1.0,2.0,,,0.1,,0.0,,0.1,,,,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,,,1.0,0.1,,0.1,1.0,,17.8,,0.1,0.1,,,,0.0,,1.0,1.0,0.1,0.1,,0.1,0.1,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,1.0,,0.1,0.1,0.1,,,1.0,,,,,,['15S'],['North America'],none,quasipolity,,,,population migration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3010299956639813,1.3333333333333333,0.045454545454545456,0.2888888888888889,,0.0,2.0
1328,UsIroqE-1,['Finger Lakes'],Haudenosaunee Confederacy,1565.0,1599.0,,100000,3000,3,3.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1674.0,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,Iroquois Confederacy,Eastern Woodlands,,none,0.0,,,,Iroquois Religion,League Councils,yearly,,yearly,Funeral,once per generation,yearly,once per generation,War Dance,seasonally,seasonally,once per generation,Healing Ritual,,,,Green Corn Festival,not applicable,yearly,yearly,,,5.0,3.4771212547196626,2.0,0.09090909090909091,0.0,2.0,0.0,2.0
1329,UsIroqE-2,['Finger Lakes'],Haudenosaunee Confederacy,1599.0,1701.0,5500.0,100000,3000,3,3.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1674.0,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,Iroquois Confederacy,Eastern Woodlands,,none,0.0,,,,Iroquois Religion,League Councils,yearly,,yearly,Funeral,once per generation,yearly,once per generation,War Dance,seasonally,seasonally,once per generation,Healing Ritual,,,,Green Corn Festival,not applicable,yearly,yearly,,3.7403626894942437,5.0,3.4771212547196626,2.0,0.09090909090909091,0.0,2.0,0.0,2.0
1330,UsIroqE-3,['Finger Lakes'],Haudenosaunee Confederacy,1701.0,1702.0,5500.0,100000,3000,3,3.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1674.0,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,Iroquois Confederacy,Eastern Woodlands,,none,0.0,,,,Iroquois Religion,League Councils,yearly,,yearly,Funeral,once per generation,yearly,once per generation,War Dance,seasonally,seasonally,once per generation,Healing Ritual,,,,Green Corn Festival,not applicable,yearly,yearly,,3.7403626894942437,5.0,3.4771212547196626,2.0,0.09090909090909091,0.0,2.0,0.0,2.0
1331,UsIroqE-4,['Finger Lakes'],Haudenosaunee Confederacy,1702.0,1712.0,5500.0,100000,3000,3,3.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1674.0,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,Iroquois Confederacy,Eastern Woodlands,,alliance,0.0,,,,Iroquois Religion,League Councils,yearly,,yearly,Funeral,once per generation,yearly,once per generation,War Dance,seasonally,seasonally,once per generation,Healing Ritual,,,,Green Corn Festival,not applicable,yearly,yearly,,3.7403626894942437,5.0,3.4771212547196626,2.0,0.09090909090909091,0.0,2.0,0.0,2.0
1332,UsIroqL-1,['Finger Lakes'],Haudenosaunee Confederacy,1712.0,1713.0,12000.0,100000,3000,3,3.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,1.0,1738.0,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,United States of America,Eastern Woodlands,,nominal allegiance,moralizing,,,1.0,Iroquois Religion,Six Nations convention,yearly,yearly,yearly,Funeral,once per generation,yearly,once per generation,Tenth-day funerary feast,yearly,yearly,once in a lifetime,,,,,,,,,,4.079181246047625,5.0,3.4771212547196626,2.3333333333333335,0.09090909090909091,0.0,2.0,0.0,2.0
1333,UsIroqL-10,['Finger Lakes'],Haudenosaunee Confederacy,1830.0,1831.0,12000.0,100000,3000,3,3.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1738.0,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,United States of America,Eastern Woodlands,,nominal allegiance,moralizing,,,1.0,Iroquois Religion,Six Nations convention,yearly,yearly,yearly,Funeral,once per generation,yearly,once per generation,Tenth-day funerary feast,yearly,yearly,once in a lifetime,,,,,,,,,,4.079181246047625,5.0,3.4771212547196626,2.3333333333333335,0.09090909090909091,0.1111111111111111,2.0,0.0,4.0
1334,UsIroqL-11,['Finger Lakes'],Haudenosaunee Confederacy,1831.0,1843.0,12000.0,100000,3000,3,3.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1738.0,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,United States of America,Eastern Woodlands,,nominal allegiance,moralizing,,,1.0,Iroquois Religion,Six Nations convention,yearly,yearly,yearly,Funeral,once per generation,yearly,once per generation,Tenth-day funerary feast,yearly,yearly,once in a lifetime,,,,,,,,,,4.079181246047625,5.0,3.4771212547196626,2.3333333333333335,0.09090909090909091,0.1111111111111111,4.0,0.2222222222222222,4.0
1335,UsIroqL-12,['Finger Lakes'],Haudenosaunee Confederacy,1843.0,1847.0,12000.0,100000,3000,3,3.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1738.0,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,United States of America,Eastern Woodlands,,nominal allegiance,moralizing,,,1.0,Iroquois Religion,Six Nations convention,yearly,yearly,yearly,Funeral,once per generation,yearly,once per generation,Tenth-day funerary feast,yearly,yearly,once in a lifetime,,,,,,,,,,4.079181246047625,5.0,3.4771212547196626,2.3333333333333335,0.09090909090909091,0.1111111111111111,4.0,0.2222222222222222,4.0
1336,UsIroqL-2,['Finger Lakes'],Haudenosaunee Confederacy,1713.0,1789.0,12000.0,100000,3000,3,3.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1738.0,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,United States of America,Eastern Woodlands,,nominal allegiance,moralizing,,,1.0,Iroquois Religion,Six Nations convention,yearly,yearly,yearly,Funeral,once per generation,yearly,once per generation,Tenth-day funerary feast,yearly,yearly,once in a lifetime,,,,,,,,,,4.079181246047625,5.0,3.4771212547196626,2.3333333333333335,0.09090909090909091,0.0,2.0,0.0,2.0
1337,UsIroqL-3,['Finger Lakes'],Haudenosaunee Confederacy,1789.0,1790.0,12000.0,100000,3000,3,3.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1738.0,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,United States of America,Eastern Woodlands,,nominal allegiance,moralizing,,,1.0,Iroquois Religion,Six Nations convention,yearly,yearly,yearly,Funeral,once per generation,yearly,once per generation,Tenth-day funerary feast,yearly,yearly,once in a lifetime,,,,,,,,,,4.079181246047625,5.0,3.4771212547196626,2.3333333333333335,0.09090909090909091,0.0,2.0,0.0,2.0
1338,UsIroqL-4,['Finger Lakes'],Haudenosaunee Confederacy,1790.0,1799.0,12000.0,100000,3000,3,3.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1738.0,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,United States of America,Eastern Woodlands,,nominal allegiance,moralizing,,,1.0,Iroquois Religion,Six Nations convention,yearly,yearly,yearly,Funeral,once per generation,yearly,once per generation,Tenth-day funerary feast,yearly,yearly,once in a lifetime,,,,,,,,,,4.079181246047625,5.0,3.4771212547196626,2.3333333333333335,0.09090909090909091,0.0,2.0,0.0,4.0
1339,UsIroqL-5,['Finger Lakes'],Haudenosaunee Confederacy,1799.0,1819.0,12000.0,100000,3000,3,3.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1738.0,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,United States of America,Eastern Woodlands,,nominal allegiance,moralizing,,,1.0,Iroquois Religion,Six Nations convention,yearly,yearly,yearly,Funeral,once per generation,yearly,once per generation,Tenth-day funerary feast,yearly,yearly,once in a lifetime,,,,,,,,,,4.079181246047625,5.0,3.4771212547196626,2.3333333333333335,0.09090909090909091,0.0,2.0,0.0,4.0
1340,UsIroqL-6,['Finger Lakes'],Haudenosaunee Confederacy,1819.0,1820.0,12000.0,100000,3000,3,3.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1738.0,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,United States of America,Eastern Woodlands,,nominal allegiance,moralizing,,,1.0,Iroquois Religion,Six Nations convention,yearly,yearly,yearly,Funeral,once per generation,yearly,once per generation,Tenth-day funerary feast,yearly,yearly,once in a lifetime,,,,,,,,,,4.079181246047625,5.0,3.4771212547196626,2.3333333333333335,0.09090909090909091,0.0,2.0,0.0,4.0
